Company Name,Job Summary,Job Title,Location,Salary
Department Of Labor,"The branch conducts research on approaches to improving response rates, data collection, and data quality. Data quality studies are aimed at identifying and...",Economist or Statistician (Economics),Washington,L
2M Research Services,Proficiency in using qualitative data analysis software such as NVivo or ATLAS.ti is also required. We are seeking a highly qualified Qualitative Research...,Qualitative Research Analyst,Washington,L
EverFi,"Experience organizing, cleaning, and analyzing data using one or more of these analytical tools:. Assist with a significant portion of the data set-up effort...",Research Analyst,Washington,L
Dept of Forensic Sciences,"Skill and ability to use a personal computer to prepare, store, and retrieve data and knowledge of software affiliated with crime scene data....",Forensic Scientist II (Crime Scene),Washington,L
Barbaricum,Barbaricum seeks a statistician to assist the Research Division with executing several active government contracts by developing and implementing strategies,Statistician,Washington,L
Office of the State Superintendent of Education,"Provides staffing support and research to assist the Division of Data Accountability & Research in its efforts to standardize data across public schools, public...",Education Research Analyst,Washington,L
US News & World Report,"1-3 years of experience in research analysis, data entry and data management. Write consumer-focused content based on rankings data, pricing and sales trends,...","Research Analyst, Autos",Washington,L
Accenture,The Data Scientist will be involved in the following:. Give analytic guidance and recommendations to Accenture data scientist analyst and three functional...,Federal - Data Scientist,Washington,L
IBM,"As an Advanced Analytics Data Scientist, you'll team with some of the best minds in the industry to create innovative world class solutions focused on clients'...",Advanced Analytics Data Scientist,Washington,L
FWG Solutions Inc,"In-depth knowledge of health business background, Business Intelligence (BI) and data analytics. The HIT Consultant will ensure the electronic data that medical...",Health Informatics Specialist,Washington,L
The World Bank,"Contributes to the development of GPE’s data visualization platform and other knowledge mobilization efforts by providing data, analyses and by quality assuring...",Education Statistician,Washington,L
Atlantic Media,Synthesize large quantities of quantitative and qualitative data. Ability to produce visual research summaries from data and present the findings to team...,"Research Analyst, Policy Brands Roundtable",Washington,L
Ipsos North America,"Associate Research Scientist, Behavioral Science. Working with senior researchers on all aspects of project design, data collection and report preparation....","USPA - Associate Research Scientist, Behavioral Science",Washington,L
Washington DC VA Medical Center,"Neuroscience, CVA and TBI etiology, brain imaging, experimental design, data analysis, grant and manuscript writing, and career development....",Postdoctoral Fellow,Washington,L
Cosmos IT Solutions,"Ensures the integrity of project data, including data extraction, storage, manipulation, processing and analysis....",Principal Analyst,Washington,L
Gallup,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...",Data Scientist – Predictive Analytics,Washington,L
TechINT Solutions Group,"Position : TSG\_0019 Signature Research Analyst Location : Northern Virginia/DC area Clearance : TS/SCI, DIA Poly desirable *CONTINGENT UPON AWARD OF",Signature Research Analyst,Washington,L
Rakuten Loyalty,"Who is Rakuten: Rakuten, Inc. is the largest ecommerce company in Japan, and third largest ecommerce marketplace worldwide. We seek to empower merchants to...",Software Engineer (machine learning),Washington,L
Booz Allen Hamilton,Develop and employ data science methodologies to organize and analyze data to identify risks. 3 years of experience with data science....,Data Scientist,Washington,L
The Advisory Board Company,"We provide provosts, deans, chief business officers, and other senior university leaders with best practice insights, data analytics platforms, and consulting...","Analyst, EAB Strategic Research",Washington,L
JPMorgan Chase,"1,000,000 data points and more). Experience working with big data (e.g. Work alongside other analysts, Research Directors, PhD fellows, academic advisors, and...","JPMorgan Chase Institute Research Analyst - Washington, DC",Washington,L
IBM,"The Advanced Analytics Senior Data Scientist will be responsible for:. Using industry technologies, tools and data mining frameworks for data analytics...",Advanced Analytics Senior Data Scientist,Washington,L
CACI International Inc,"Analyzes data using advanced statistical methods. Assists in conducting research studies, develops sampling plans, develops questionnaires, conducts pre-tests,...",Statistician for OUSD AT&L Job,Washington,L
Ukpeagvik Iñupiat Corporation/Bowhead Family of Co...,"Provide statistical support for sample design, data collection, weighting procedures, handling missing data including multiple imputation, and business...",Statistician,Washington,L
Booz Allen Hamilton,Job Number: 01205927 Key Role: Analyze actual and predictable interacting operational activities of a Navy ship-oriented system to obtain a quantitative and,"Operations Research Analyst, Senior",Washington,L
The Advisory Board Company,"*LI Analyst, International Health Care Strategic Research Research and Insights The Advisory Board Company www.advisory.com Learn About Us Connect With Us","Analyst, International Health Care Strategic Research",Washington,L
Association of American Medical Colleges,"With a particular focus on analytics, the Senior Analyst will be responsible for pulling, cleaning, and managing data from AAMC’s data warehouse....",Sr. Selection Research Analyst,Washington,L
2M Research Services,"Candidates should have 10 or more years of experience conducting qualitative research, and substantial experience and expertise using qualitative data analysis...",Senior Qualitative Research Analyst,Washington,L
"Resolvit, LLC","As the Principal Data Analyst , you will perform data collection, analysis, interpretation, and management, developing rules and methodologies for data...",Principal Data Analyst,Washington,L
SBG Technology Solutions,Lead efforts to gather consistent Navy Security Cooperation (SC) activities and funding data via TSCMIS for analysis and development of future process to...,Operation Research Systems Analyst,Washington,L
"Oceana, INC","Experience with assembling, curating and organizing data and resources. The intern will work with the Deputy Chief Scientist to identify and implement...",Science and Knowledge Management Intern,Washington,L
REDHORSE CORPORATION,"Analyze Congressional issues to determine the appropriate materials and data needed and the best approach to obtain these data, or to determine the relevance...",Research Analyst_CNT,Washington,L
Federal Reserve Board of Governors,"Requires intermediate or highly developed data manipulation skills, strong writing and presentation skills, and knowledge of banking compliance....",Quantitative Analyst,Washington,L
Accenture,Give master data management guidance and recommendations to Accenture data scientists and three functional management consultants....,Federal - Data Scientist Analyst,Washington,L
American Society for Microbiology,"Identify needs of undergraduate faculty to enhance scientific reasoning and data analysis,. The course outcomes will address competencies that improve...",Education Scientific Training Fellowship,Washington,L
The Rock Creek Group,Rock Creek is seeking a Data Scientist Intern. The candidate should possess prior academic or professional experience with data mining and/or the manipulation...,Data Scientist Intern,Washington,L
CACI International Inc,"Experience as Data Scientist within the IC/DoD is highly desired. Initiate the efficient implementation of methods, tools, algorithms, including preliminary...",Data Scientist Senior Job,Washington,L
"ICF International, Inc.","Job Description: ICF International seeks an Research Analyst to support a federal government client in the Washington, DC. area. Key Responsibilities:",Research Analyst,Washington,L
FM Talent Source,"Using transaction data provided by the agency, select a sample of transactions for testing based on the methodology....",Statistician,Washington,L
Alion Science and Technology,"Analyzes and interprets data to identify trends or significant differences in operational performance data, maintenance history, failure rates, and other...",Associate Mathematician Statistician,Washington,L
2M Research Services,We are seeking a Senior Survey Sampling Statistician to support work for our Federal clients. Specific job duties will include developing sample designs,Senior Survey Sampling Statistician,Washington,L
Amyx,"Amyx is seeking a Computer Scientist candidate using their knowledge of data analytics and data computation, to assist CRQA staff with programming, software...",SEC Financial Computer Scientist,Washington,L
MedStar Health Research Institute,"Collaborate with physicians, fellows, CRO staff, database managers, and other research scientist on the design, implementation, and analysis of clinical and...",Biostatistician,Washington,L
2M Research Services,This position will be responsible for designing and conducting statistical analyses on data collected from complex sample designs as well as large scale...,Senior Statistician,Washington,L
Cardno,"> Conduct survey, testing, and data recovery of archaeological sites. Cardno is seeking an Archaeologist/Assistant Staff Scientist to join our cultural...",Archaeologist Assistant Staff Scientist,Washington,L
The Advisory Board Company,"Associate Data Scientist, Analytics. Support the data science team by performing analysis on healthcare and consumer marketing data....","Associate Data Scientist, Analytics",Washington,L
Truth Initiative,The Data Scientist will be responsible for gathering and analyzing data across the digital tools that our team develops;...,Data Scientist - EX,Washington,L
The Urban Institute,Experience working with longitudinal data and estimating econometric models. Build sophisticated econometric models and use household survey data to estimate...,Research Analyst (Income and Benefits Policy Center),Washington,L
Dharma,"3-5 years experience in an analytics-intensive position - data scientist, statistician, economist, or comparable....",Deployment Strategist,Washington,L
Vencore,"You will be responsible for working with large and complex data sets, evaluating existing data processes and making recommendations to enhance data quality and...",Data Scientist,Washington,L
Metropolitan Washington Council of Governments,And other data collected for use in regional transportation planning activities. Develop survey questionnaires and specify data collection methods and quality...,Senior Statistical Survey Analyst,Washington,L
Decypher Technologies,"ABOUT DECYPHER Decypher is a leading integrator of professional, technology, and management solutions and services. We provide our services globally to",Senior Operations Research Analyst,Washington,L
DigitalGlobe,"All-Source Geospatial Data Scientist. Working knowledge of collection process and data structure, and all source analysis of at least one intelligence...",All-Source Geospatial Data Scientist,Washington,L
New Signature,"3+ years of experience performing business, data, and/or marketing analytics. Conduct data analysis to support business case and go-to-market strategy...",Marketing Research Analyst (DC or Atlanta),Washington,L
Southwest Research Institute,Design and develop data base supported applications using .Net and SQL Server; Capture user requirements and analyze user needs and software requirements to...,"RESEARCH ANALYST – SOFTWARE DEVELOPMENT -WASHINGTON, D.C.",Washington,L
HelloWallet,"This includes the environment for running optimized email campaigns, ingesting customer data, and assisting with visualizations and reporting from our analysts...",Junior Data Analyst – Client Success,Washington,L
Association of American Medical Colleges,Manages the schedule for regular distribution of local validity reports.Sustaining MCAT Publications Manage the development and dissemination of MCAT...,"Senior Research & Data Analyst, MCAT",Washington,L
Gallup,Work with Data Scientists to carry out site-wide analytics and build A/B test experiments for hypothesis testing....,Data Engineer,Washington,L
PCORI,"Demonstrated data cleaning, data management, and data presentation skills. Knowledge of sampling, data modeling, matching, data mining, and data analytics...","Data Analyst, Evaluation and Analysis",Washington,L
The Advisory Board Company,"*LI Senior Analyst, Health Care Strategic Research Research and Insights The Advisory Board Company www.advisory.com Learn About Us Connect With Us About ABC","Senior Analyst, Health Care Strategic Research",Washington,L
SBG Technology Solutions,Attention to detail and ability to measure and analyze data in creative ways. Lead efforts to gather consistent Security Cooperation activities and funding data...,Research Analyst,Washington,L
S4 Inc.,"Advises other operations research analysts, scientists, or engineers on techniques best suited for analyzing their problems. Senior Operations Research Analyst....",Senior Operations Research Analyst,Washington,L
IBM,Understanding the complexities of unstructured data - 2 Years. Ready to change the way the world works?...,Cognitive Computing Solution Consultant - Machine Learning/N...,Washington,L
Penn Schoen Berland,We are seeking qualified Senior Analysts to join our team. Senior Analysts work as part of a dynamic communications consulting/market research team conducting,Market Research Senior Analyst,Washington,L
Analytic Recruiting,"Collect and analyze data using basic research techniques. Market Research Analyst needed by full-service international market research firm to conduct custom,...",Market Research Analyst,Washington,L
All-In Analytics,"PD EAD LGD modeling, loss forecasting, stress testing, credit risk management, statistical modeling, machine learning, mortgage portfolios, credit risk, big...",Machine Learning Risk Data Scientist,Washington,L
Population Services International,ACTwatch data analysis is rigorous and standardized. Data visualization and spatial analysis skills are preferred....,"Research Analyst, ACTwatch",Washington,L
JPMorgan Chase,"Data Scientist - Manager of Experimentation. Proprietary data platforms. They are hands-on, without needing an army of engineers or other data scientists to...",Data Scientist - Manager of Experimentation,New York,H
MakerBot,Previous experience as a data scientist. The Data Scientist will also be heavily involved in business decisions that are driven by the data provided....,Data Scientist,New York,H
Komodo Health,"Experience working with proprietary secondary data including medical / pharmacy claims, prescription data, sales data, and longitudinal patient-level data....",Data Scientist,New York,H
Illinois Technology Association,Grow our real-time internal data intelligence API. Informal understanding of data structures and computational complexity....,GrubHub - Data Scientist,New York,H
Celmatix,We seek a Senior Data Scientist with deep expertise working with large clinical datasets to join our growing statistical / machine learning team....,Senior Data Scientist,New York,H
"Amazon Web Services, Inc.",Interested in creating new state-of-the-art solutions using Machine Learning and Data Mining techniques on Terabytes of Data?...,Data Scientist - NYC,New York,H
MLB Advanced Media,"As a Senior Data Scientist at MLBAM, you will be a hands-on lead for data science in the organization. 2+ years of professional experience as a Data Scientist...",Senior Data Scientist,New York,H
ShopKeep,"We have a mature data infrastructure, and we’d like someone to interrogate this data relentlessly. Data visualization / exploration tools (especially Looker)....",Data Scientist,New York,H
Empiric Solutions,"Our client is looking for a driven and enthusiastic Data Scientist to join our fast-paced, execution-oriented Product Development team....",Data Scientist - Life Sciences,New York,H
Comcast,"Collaborating with executive leaders and business owners, the Data Scientist will be leading teammates to solve business problems using broad spectrum of data...",Principal Data Scientist,New York,H
MUFG,"Strategic Data & Analysis Manager, Vice President. Experience in SharePoint or other reporting tool and data analysis software a plus....","Strategic Data & Analysis Manager, Vice President",New York,H
VTS,"As a Principal Data Scientist, you will... Perform hands-on data exploration and modeling over big data technologies and conceptualize new / innovative ways to...",Principal Data Scientist,New York,H
Verizon,Principal Data Scientist is part of a leading-edge predictive and prescriptive analytics team responsible for....,Principal Data Scientist - Supply Chain,New York,H
JPMorgan Chase,"Senior Data Scientist (VP) - Wholesale Solutions.  Data frame software such as Pandas. The JPMIS Senior Data Scientist is responsible for developing, testing...",Senior Data Scientist (VP) - Wholesale Solutions,New York,H
The Nielsen Company,The Data Scientist will be responsible for ensuring that our data products are of the highest quality. Develop and maintain ongoing data exploratory analyses...,Data Scientist,New York,H
Foursquare,3+ years experience as a data scientist or data engineer a plus. We're growing our data science and analytics team and looking for talented people to help us...,Data Scientist,New York,H
Datadog,"You've written production data pipelines. Join us to build powerful, intelligent data systems. Explore and find meaning in extremely high volumes of data....",Data Scientist (NYC),New York,H
SecurityScorecard,You're a seasoned Data Scientist who loves difficult data problems and enjoy cyber security challenges. We are looking for an accomplished Data Scientist with...,Data Scientist,New York,H
Zodiac Solutions Inc.,"Python Developer with Data Analysis Skills. New York, NY / Jersey City, NJ....",Python Developer with Data Analysis Skills,New York,H
Averity,Are you a Senior Data Scientist excited about the thought of starting a Data Science group in the arts and entertainment world?...,Senior Data Scientist ($150k),New York,H
CAPCO,Capco is looking for Senior Data Scientists. And rewarding role as a Senior Data Scientist. A team of data scientists and work with business sponsors and...,Senior Data Scientist,New York,H
Hudson Data,Hudson Data is a data science solutions firm specializing in big data and predictive modeling factories. You are an enthusiastic educator that is eager to...,Data Science Instructor,New York,H
AT&T,Data Scientists will usually have a Master’s; Qualified candidates may be asked to submit a Research Statement (required for Inventive Scientist applicants) and...,Senior Inventive Scientist (Labs Big Data Research),New York,H
JPMorgan Chase,"Digital Intelligence - Data Scientist. You are hands-on, and don’t need an army of engineers or other data scientists to support you, and love learning new...",Digital Intelligence - Data Scientist,New York,H
Goldman Sachs,"Working closely with the global investment teams the Data Scientist will:. Understanding of database and data warehousing concepts (e.g., pivot tables, data...","Global Investment Research, Data Scientist",New York,H
FactSet,"Should be a creative data scientist and be. Scientist and engineer. Applications, and comprehensive data feeds....",Data Scientist,New York,H
"Two Sigma Investments, LLC.","Two Sigma combines massive amounts of data, world-class. Computing power, and statistical expertise to develop sophisticated trading....",Quantitative Researcher in Machine Learning,New York,H
High 5 Games,Managing a team of data scientists. The Senior Data Scientist will be responsible for:. As a Senior Data Scientist you will be collaborating across the...,Senior Data Scientist,New York,H
Teralytics,"Location data, web log data, retail data, etc.). Designing and implement text data analytics pipelines processing terabytes of data....","Senior Data Scientist (Text Mining, NLP, Big Data Analytics)",New York,H
AllianceBernstein,C onduct quantitative and statistical research as well as portfolio management for various investment portfolios. Collaborate with Quantitative Analysts and,AVP/Quantitative Analyst,New York,H
Yahoo! Inc.,Our scientists specialize in designing and building scalable and reliable distributed and parallel systems that serve all the aspects of big data like data...,Research Scientist,New York,H
Memorial Sloan Kettering,"MSK Data Products, within Strategy and Innovation, is a multidisciplinary team of designers, software engineers and data scientists working inside MSK....",Data Scientist VI,New York,H
Poise Inc,"Data Scientist | NY*. Our client is looking for a senior data scientist for our first-of-its-kind sales analytics platform, which combines a proprietary, active...",Data Scientist,New York,H
Oliver James Associates,We are currently looking for an brilliant data scientist to utilize massive datasets in a leading insurance firm....,Data Scientist,New York,H
Capital One,"Senior Data Scientist. Writing software to clean and investigate large, messy data sets of numerical and textual data -Integrating with external data sources...",Senior Data Scientist,New York,H
CLEAR,"We’re seeking an innovative, intellectually curious and results oriented Chief Data Scientist to support, enhance and expand Clear’s current and projected...",Chief Data Scientist,New York,H
PlaceIQ,"Experience with Hadoop/Big Data paradigms. From building data pipelines to regression models/classification algorithms, complex data visualizations to...",Data Engineer,New York,H
Datacom Technology Group,They will report directly to the company founders and manage other Data Scientists. Political Analytics firm looking for a full time data scientist to work out...,Data Scientist,New York,H
Vine,"Design and evaluate novel approaches for handling high-volume real-time data streams. Work with large unstructured and structured data sets (multi-terabyte+,...","Software Engineer, Recommendations & Machine Learning",New York,H
Applecart,"Senior Data Scientist. We are looking for an experienced, inventive data scientist to help lead our rapidly growing start-up’s internal data science team....",Senior Data Scientist,New York,H
Tumblr,"We are seeking a veteran Data Scientist, well-versed in data analysis and algorithm implementation, ready to be let loose on Tumblr’s many terabytes of data....",Sr. Data Scientist - User & Product Analytics,New York,H
1010data,1010data is a highly differentiated product that is becoming the industry standard for Big Data Discovery and Data Sharing....,"VP of Product, Data Insights",New York,H
NBCUniversal,"Help business analysts, application engineers, data scientists, etc., leverage the appropriate tools, solutions, and/or processes as part of their data mining,...","Data Engineer, Analytics Technology",New York,H
AIG,Machine Learning / Predictive Modeling / Statistics AIG is seeking world-class dynamic Data Scientists to join our Science team that drives transformational...,"Director, Data Scientist/Modeler",New York,H
Selby Jennings,"The ideal Data Scientist. As the Data Scientist, you will be working on an Enterprise Security Platform amongst a team of other Data Scientists....",Data Scientist/Machine Learning – Contract,New York,H
Mitchell Martin,Knowledge of current trends in Big Data frameworks and Data pipeline architecture is preferred. This is an opening to fill a Data Scientist consulting position...,Data Scientist,New York,H
Tier1 IT,Work with Data Scientists to process video data in ways that are meaningful for our publishers. Backend Data Engineer....,Backend Data Engineer,New York,H
Diverse Lynx,"Help devise and deliver an optimal architecture for data platforms to augment existing warehousing and analytics, product data stores, operational applications...",Data Scientist,New York,H
IBM,Advanced knowledge of programming in Data Science tools and data processing architecture. ¥ Advanced knowledge of programming in Data Science tools and data...,Open Source Solutions Architect (Data Scientist),New York,H
Integral Ad Science,We are seeking a Senior Data Scientist to join our team in New York City. Drive the collection of new data and the refinement of existing data sources....,Senior Data Scientist,New York,H
Diverse Lynx LLC,"Job Title - Data Scientist with Spark. Executes on Big Data requests to improve the accuracy, quality, completeness, speed of data, and decisions made from Big...",Data Scientist with Spark -Full Time Job,New York,H
ZocDoc,"We are looking for a data scientist who is heavier on the coding skills, but has sufficient statistical knowledge and creativity to become an independent...",Machine Learning Engineer,New York,H
Skillshare,We are seeking our first Data Scientist to join the team and own our analytics. 3+ years of experience working in data science....,Data Scientist,New York,H
Selby Jennings,"Data Scientist Global Private Asset Management Firm Manhattan, New York, USA Circa $100,000 - $200,000 plus Bonus and Benefits Key Skills: Python, R,",Data Scientist,New York,H
Selby Jennings,"Data Scientist/Data Mining Specialist. Daily duties for the data scientist/data mining specialist role include optimizing Alpha through algorithms, mining...",Contract:Data Scientist/Data Mining Specialist,New York,H
AIG,"Experience with machine learning and big data tools (JMP, TreeNet, R, Python). Develop text analytics on unstructured data from claim adjuster’s notes to flag...",Head of Predictive Modeling,New York,H
BuzzFeed,"Lead, nurture, and grow a team of Data Scientists. Significant experience managing, mentoring, and coaching teams of data scientists and analysts....",Director of Data Science,New York,H
Grovo,"Own the entire data stack and team including Data Scientists, Engineers and Analysts. Director of Data. We’ve built a fantastic team of Data Engineers (3) and...",Director of Data,New York,H
MediaMath,We are currently looking for a Data Scientist to support the ongoing development of MediaMath’s proprietary algorithms and analytics....,Data Scientist,New York,H
Rockstar New York,The successful candidate will both define data which should be captured in future states and analyze existing data in order to isolate patterns of bad activity....,Security Data Scientist,New York,H
UBS,"Uncover persistent biases by analyzing trading behavior using data science techniques. Solid coding skills relevant for large-scale data analysis, ideally...",Data Scientist for Behavioral Trading Analytics,New York,H
NJF Search,"As such, the role involves developing novel machine learning techniques and applying them to seek patterns in large, dirty and noisy data sets....",Machine Learning Researcher,New York,H
OUTFRONT media,The Data Scientist role will also use the data to drive independent thinking and questions to better inform and enable the business to make changes ahead of the...,Data Scientist,New York,H
Wade & Wendy,Programmatically adding data to and manipulating data from a graph-based database system. Gather and parse structured as well as unstructured data and organize...,Sr. Machine Learning Data Scientist,New York,H
"EmployVision, Inc","Data Scientist and Managing Strategy Consultant*. Data analytics and modeling, data visualization, business acumen and strategy....",Data Scientist : Managing Strategy & Analytics,New York,H
Illinois Technology Association,Collaborate with data scientists to design and develop processes to further business unit and company-wide data science initiatives on a common data platform....,GrubHub - Data Engineer,New York,H
AudienceScience,"Gain essential knowledge on the company’s available data, data structures and processing workflows. This role requires an innovative and disciplined Data...",Data Scientist,New York,H
Varick Media Management,"The primary task for the Data Scientist role is to leverage our vast experience in programmatic trading, along with our various data sources and drive the...","Data Scientist - (NEW YORK, NY)",New York,H
x.ai,"NLP Data Scientist will. We have an awesome dataset, an awesome team of data scientists and an equally awesome NLP challenge....",NLP Data Scientist,New York,H
Deutsche Bank,"Working with real-time systems, market data and programming, utilizing C++, Visual Basic, Excel, and SQL; Full/Part-Time:....","Vice President, Quantitative Analyst, Global Equity Derivati...",New York,H
Fareportal Inc.,"Product Manager - Big Data. Own multiple, big data product roadmaps around Fareportal’s go-to-market strategies, strategic positioning, and product updates for...",Product Manager - Big Data,New York,H
Morgan Stanley,"Proficiency working with large datasets, data mining, statistical methods, numerical methods, algorithm design and implementation....",Data Scientist / Modeler,New York,H
SSA & Company,Data Scientist – Data & Analytics. SSA is looking for an outstanding Data Scientist to contribute to the growth of our firm’s Data & Analytics practice and...,Data Scientist,New York,H
AIG,Expertise in applying the latest methods and tools to perform data mining and analysis. AIG Science is the hub for decision sciences at AIG and includes a cross...,Engineer/Scientist – Process Improvement,New York,H
Analytic Recruiting,"Prior analytics experience leading statisticians and data scientists. Crafting the methodology, to data mining/predictive modeling, and ultimately delivering...",Analytics Senior Director,New York,H
Integral Ad Science,Architect and build data pipelines and data stores specialized for data science needs. Be a key partner to data scientists on solving technical challenges....,"Senior Data Engineer, Data Science",New York,H
Barclays,"Use knowledge of stochastic calculus, probability theory, and bond mathematics to collect and analyze data used to formulate and apply mathematical modeling and...",VP - Quantitative Analyst,New York,H
"Eclaro International, Inc.",1-2 years of professional experience as a data scientist or a related software engineering role. O Participate in data architecture and engineering decision...,Data Scientist,New York,H
AIG,"Train, mentor, and lead junior data scientists. We are looking for talented, curious, and creative Data Scientists to join our growing team....","Science - Senior Manager, Data Scientist Modeler",New York,H
"Syntel Inc.,","Syntel is hiring a Data Scientist to be based at New York, NY. Around 5 to 8 year’s rich exposure to various aspects of data management, integration, data...",Data Scientist,New York,H
Averity,Our Quantitative Strategy team is in search of a statically and analytically driven Quant / Data Scientist with hands on programming experience to lead the...,Quantitative Research Analyst / Scientist for $20B Hedge Fun...,New York,H
"XEE - Starr Insurance Holdings, Inc.","The Chief Data Scientist will apply knowledge of advanced analytics, data mining, and statistical techniques to design and develop enterprise analytic solutions...",Chief Data Scientist,New York,H
ESPN,"Collaborates with the data architects of various data platforms (big data, relational and non-relational) to define requirements for data architecture...","Director, Data Science",New York,H
Averity,"As a Market Data Engineer you will partner with a mix of portfolio teams to source and maintain data and tools for research, model implementations and reporting...",Data Engineer for $100B Manager ($200k+Benefits),New York,H
Medidata Solutions,"Data architecture, data mining, and/or data analysis. Data security and privacy (privacy-preserving data mining, data security, data provenance)....",Senior Data Scientist/mHealth Lead,New York,H
Maven Inc,"Help business analysts, application engineers, data scientists, etc., leverage the appropriate tools, solutions, and/or processes as part of their data mining,...",Data Engineer - NYC,New York,H
McKinsey & Company,"Very comfortable in performing statistical data analyses, data mining & optimizations using multiple tools and technology on large complex data sets....",McKinsey Digital Labs - Senior Data Engineer,New York,H
HBO,Design/Build/Maintain all aspects of the underlying data science and analytics data warehouse/data marts. Strong data modeling background....,HBO Data Architect,New York,H
New York State Insurance Fund,"Run risk systems (such as POINT, Aladdin, Yield Book, Quantal Risk Estimates, FINCAD, Moody’s KMV) and compile exposure and risk related data;...",Quantitative Analyst,New York,H
ingenium,"Work with Data Scientists to process video data in ways that are meaningful for our publishers. Collaborate with a talented team of other engineers, data...",Big Data Engineer,New York,H
Averity,Examine and analyze data to increase alpha and decrease risk. Industry leading multi-billion dollar quant fund looking for Analysts that can drive quantitative...,Quantitative Analyst for Global Quant Fund,New York,H
Hospital for Special Surgery,Administrative and clinical data); Demonstrated ability to think strategically about data end-use. Ability to interpret technical medical data and generate...,Senior Value Scientist,New York,H
JPMorgan Chase,"Programmatic and Paid Media Data Scientist, Sr Associate. This includes a balance of marketing/campaign optimization, data wrangling and data science....","Programmatic and Paid Media Data Scientist, Sr Associate",New York,H
"Wink, Inc.","Exploring, manipulating, and visualizing data in big data to find new patterns and signals. EMR, Data Pipeline, Kinesis, etc…....",Data Scientist,New York,H
Analytic Partners,Analytic Partners is looking for Data Scientist candidates with strong analytic and problem solving skills....,Data Scientist,New York,H
Amazon Corporate LLC,DynamoDB is looking for a Research Scientist who would help propel DynamoDB to new levels of profitability while safeguarding customer data as a top priority....,Principal Scientist,New York,H
Emerald Resource Group,You must be extremely software and data driven. Working with custom algorithms with a focus on data analytics....,Quantitative Analyst,New York,H
Amazon Corporate LLC,"You will apply your knowledge about data science by creating algorithmic solutions that combine techniques like clustering, pattern mining, predictive modeling,...",Applied Scientist,New York,H
Facebook,"Experience manipulating large data sets through statistical software (ex. Responsibilities Apply your expertise in quantitative analysis, data mining, and the...","Data Scientist, Analytics",New York,H
Cognizant,"Data analytics driven experiences. Scientists, industry experts and designers. The collaboration of cross-disciplinary teams (strategy, engineering, data....",Experience Design Director,New York,H
Capital One,"Chief Data Scientist Product Innovation. As the teams chief data scientist, you will define the learning agenda for our data team....",Chief Data Scientist Product Innovation,New York,H
Time Inc,We’re looking for a Data Scientist to make key contributions in our data science/analytics practice :. For this position we’re interested in the Deep Rectangle...,Data Scientist,New York,H
BNY Mellon,"The incumbent ensures that model development, implementation, data input, reporting, documentation, validation and maintenance use best practices, adhere to...",Quantitative Risk Analyst,New York,H
Datacom Technology Group,"Should have experience conducting empirical research and working with large fundamental data sets. Will analyze and interpret relevant data, use valuation...",Quantitative Analyst (Fundamental Quant Equities) - Hedge Fu...,New York,H
"Cross Commerce Media, Inc.","Computer and Information Research Scientists. Knowledge of Java, C++, compilers, Flare, JavaScript, MySQL, OpenGL, UML design & development standards, Tableau,...",Computer and Information Research Scientists,New York,H
New York Life Insurance Co,We are looking for a Data Scientist / Scientist to join the team. You are enthusiastic about learning and using new Big Data tools....,Statistician/Data Scientist,New York,H
Elevate Recruiting Group,2+ years experience working with extremely large data sets. Answer product questions by using appropriate statistical techniques on available data....,Data Scientist,New York,H
ingenium,We are looking to hire a results-oriented data scientist with experience in data analysis and predictive modeling....,Data Scientist - Real Time Data,New York,H
LigaData,"You will lead a growing team of 25+ global solution architects, Big Data engineers, Engagement Managers, and Data Scientists. Big data (i.e....","Director, Professional Services Operations",New York,H
Aetna,Exceptional data science related experience within a large corporation. Position will report to Senior Director within Aetna’s growing Data Science organization...,Senior Manager - Senior Data Scientist,New York,H
Princeton Consulting,Ability to visualize and communicate data science concepts to other team members and the business. With that being said an ideal candidate should have...,Data Scientist,New York,H
Oliver James Associates,"This is an excellent opportunity for a candidate from an actuarial background with previous experience in predictive modelling, preferably with P&C experience",VP - Predictive Modeling Actuary,New York,H
Selby Jennings,Senior Data Scientist. Develop solutions independently as well as lead other data scientists. A leading tech advertising company is looking for Senior Data...,Senior Data Scientist,New York,H
Accenture,"D. Understanding of analytics roles and responsibilities (e.g., data scientist). Data management skills....",Analytics Strategy & Transformation Senior Manager,New York,H
NJF Search,"Applying modern statistical machine learning methods to large, high-dimensional data sets. Machine learning driven research within a systematic trading firm,...",Statistical Machine Learning Scientist,New York,H
Marcum Search LLC,Senior Data Scientist. Design and develop large scale cluster data processing systems with a focus on data extraction and integration intoOur Client'sBig Data...,Data Scientist/Engineer,New York,H
Hudson Data,Hudson Data is a data science solutions firm specializing in big data and predictive modeling factories. Through the application of machine learning techniques...,Sr. Data Scientist,New York,H
RapidSOS,The platform is deployed on AWS and incorporates both data processing and audio features. RapidSOS is hiring!...,Infrastructure Lead,New York,H
Cognizant,"Scientists, industry experts and designers. With close-knit teams comprised of strategists, creative technologists, data....",Senior Experience Design Director,New York,H
Capital One,"Data structures, algorithms, programming languages, and distributed systems. This team will lead technology innovation for our business and will work with a mix...",Principal Engineer & Tech Lead,New York,H
